14,14,14,15,15,15,15,16,15,14,15,15,15,15,15,15,15,16,15,16,15,15,15,15,15,15,14,15,15,15,15,15,15,15,15,16,16,16,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,16,16,15,14,14,14
14,14,14,15,15,15,15,16,15,15,15,15,16,15,15,15,15,14,15,15,15,15,15,15,15,16,16,16,15,15,15,16,15,14,15,16,15,16,15,14,14,14
14,14,14,16,16,16,15,16,15,16,15,15,16,15,16,16,15,2,15,15,16,15,16,16,15,16,15,15,15,15,15,16,15,3,15,16,15,16,15,14,14,14
14,14,14,15,15,15,15,15,15,16,15,15,15,15,15,15,15,14,15,15,16,15,15,16,15,16,15,15,16,16,15,15,15,14,15,15,15,15,15,14,14,14
14,14,14,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,15,15,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,16,16,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,15,15,16,15,15,15,15,15,15,16,15,15,15,16,15,15,16,15,14,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,15,14,14,14
14,14,14,15,15,16,16,16,15,16,15,15,16,15,15,16,16,16,15,16,15,1,15,16,15,16,16,15,16,15,16,15,15,16,15,15,15,0,15,14,14,14
14,14,14,15,15,15,15,15,15,16,15,15,15,15,15,15,15,15,15,16,15,14,15,16,15,15,15,15,15,15,15,15,15,16,15,15,15,15,15,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14,14
